1210	304
1236	304
1223	304
1317	304
1393	304
1374	304
3049	19
3021	19
3040	19
3036	19
3026	19
3027	19
654	55
2998	221
3000	221
2997	221
3001	221
2999	221
2996	221
3002	221
916	183
1406	182
1229	182
1399	182
2120	50
828	232
828	232
1432	183
1858	221
2031	153
2373	153
1834	274
2718	274
2555	274
2300	274
2446	274
1171	72
1171	306
1172	72
1172	306
1174	72
1174	306
1783	28
1782	28
1761	28
1811	28
1481	28
1618	257
1618	118
1618	129
697	95
851	263
821	263
813	263
822	263
850	263
786	263
2607	268
1967	268
1363	268
1388	268
1218	268
1248	268
1405	268
728	105
731	105
737	105
740	105
741	105
742	105
743	105
744	105
745	105
747	105
750	105
751	105
755	105
756	105
757	105
758	105
759	105
760	105
761	105
762	105
763	105
764	105
765	105
766	105
768	105
769	105
770	105
771	105
772	105
773	105
774	105
775	105
3052	12
3111	12
3117	12
3054	12
3100	12
1763	36
2420	113
2932	113
1156	113
1691	41
2983	251
2984	251
2986	251
2946	251
2953	178
1751	178
2008	178
1661	41
2877	41
2582	41
2814	224
2007	129
1652	68
2226	191
1732	191
2438	191
1699	191
2571	191
1904	263
2079	263
2228	263
2673	263
2771	263
725	68
1866	303
1232	303
1369	303
1266	303
1220	303
1221	303
1407	303
1413	303
2408	221
1809	41
1809	119
1809	55
1809	183
1355	224
1315	224
1343	224
1296	224
1324	224
1276	224
1394	224
1381	224
1390	224
1331	224
1339	224
1277	224
2788	36
1695	36
2174	55
2097	55
2318	55
2796	55
2776	55
2755	55
1453	113
1543	113
2741	113
1922	113
1946	41
1702	41
1745	41
1646	41
2737	41
2742	41
2806	41
1793	41
2613	125
2452	125
2630	125
2610	125
2526	125
2118	125
2196	68
1742	36
2325	194
1878	194
1510	194
1509	194
1511	194
1512	194
1612	194
2470	194
2236	194
922	41
445	41
597	41
499	41
570	41
440	41
1425	113
1448	113
2302	113
1885	113
2518	113
1910	113
2812	113
1632	113
553	113
3058	162
3037	162
3059	162
2959	176
2968	176
2971	176
2967	176
1157	126
3101	134
2119	220
2694	113
2727	113
2506	113
2474	113
2460	113
2544	113
2497	113
1256	88
1404	88
1286	88
1418	88
1376	88
1347	88
1274	88
481	41
1216	294
1239	294
1294	294
1222	294
1216	306
1239	306
1294	306
1222	306
1216	80
1239	80
1294	80
1222	80
635	164
1915	129
2489	138
2490	138
2234	138
2330	138
1715	138
1588	138
1582	129
2125	182
1835	41
1666	41
1677	41
1917	41
1829	41
2985	41
2056	41
2070	41
1539	41
1440	41
1651	41
1559	41
2175	41
1599	41
1556	41
1565	41
891	129
1364	129
1189	129
229	28
787	129
3120	210
3107	210
3124	210
3108	210
3116	210
3103	210
3104	210
3114	210
24	113
2468	224
916	224
916	224
2134	113
1973	68
1505	68
1971	68
2641	68
2422	68
1925	68
2043	68
2720	68
844	274
796	274
833	274
838	274
818	274
1948	113
2494	113
2795	113
2779	113
1789	113
2740	113
1916	113
2291	113
2597	113
823	113
805	197
1198	221
1345	221
1312	221
1888	221
1212	126
1195	126
1218	126
1233	126
1217	126
1238	126
3064	50
1439	65
449	68
451	68
454	68
449	231
449	41
449	55
1781	129
1905	134
1940	280
330	280
1679	113
304	68
1654	129
1803	129
1302	113
1378	113
1278	113
1392	113
1207	113
1354	113
1362	113
2149	224
1454	113
1398	113
1199	113
1197	113
1211	113
1397	113
1203	113
1356	68
1382	68
2288	56
1719	56
2599	56
1990	56
2063	56
1594	56
1587	56
2009	56
1812	8
2321	8
1808	8
2485	8
2161	8
1701	233
1822	233
2137	233
2013	233
1835	233
2208	233
2684	233
2568	233
2797	233
2809	233
2672	233
2551	233
1508	233
1843	233
1777	233
2696	233
2454	306
2178	306
2583	306
121	123
121	123
2875	194
1439	113
1519	119
330	41
2894	72
2702	72
2888	72
2832	72
1173	72
1644	113
782	196
1522	131
1902	232
1685	232
1877	232
1965	232
1465	232
2369	232
2057	232
215	41
2269	247
1433	68
2580	105
3077	215
3072	215
2990	215
2991	215
2993	215
2992	215
234	119
2608	77
2609	77
1688	77
3063	135
1613	186
1682	186
1893	186
2465	186
2777	186
1473	247
1880	247
1863	247
272	183
419	28
2367	37
1979	37
2707	37
2617	37
2517	37
1869	37
2783	103
1515	103
1693	103
2135	103
1824	103
2485	103
1604	103
1510	103
2303	103
330	41
3060	124
3025	124
3028	124
3039	124
3033	124
3043	124
3011	124
3016	124
3024	124
3030	124
3031	124
3042	124
1855	129
2650	33
2058	33
1909	33
1532	68
192	119
182	119
181	119
179	119
188	119
195	119
174	119
183	119
191	119
193	119
197	119
194	119
176	119
173	119
189	119
190	119
170	119
178	119
185	119
175	119
187	119
184	119
172	119
177	119
330	41
330	190
330	44
2221	221
1270	221
1299	221
1310	221
2212	172
2770	172
2995	161
817	197
1644	129
1620	68
2064	145
1819	139
228	139
230	139
232	139
272	68
1446	113
272	105
272	36
1705	68
1513	68
401	68
402	68
2235	68
1169	205
419	28
886	50
460	50
433	50
483	50
419	190
2357	153
2331	153
1153	175
1154	175
2733	259
2732	259
2091	259
2757	259
2731	259
2290	259
2139	259
2138	259
2140	259
2748	259
2242	259
2466	259
2553	259
2314	259
2086	259
2767	259
1765	5
2409	5
1585	5
2939	55
2687	63
2922	63
2123	63
2231	63
2540	63
1676	220
1689	220
2019	220
1446	220
1737	220
2060	220
1473	38
1473	41
1473	68
1473	129
1473	113
1473	65
1473	256
2704	68
2772	298
510	67
424	67
866	67
647	67
889	67
233	90
233	90
3126	210
3091	210
3092	210
868	174
2379	214
2202	157
2735	129
1850	88
1522	88
2184	88
2567	88
2693	88
2695	88
2749	88
2751	88
2372	88
2624	88
2254	88
2473	88
2276	88
2253	88
2588	88
2383	304
2275	304
1614	304
2278	304
1592	304
1816	297
2725	297
1716	297
2461	297
2685	297
1990	297
1884	297
2570	297
1944	118
1891	118
2034	118
1845	118
1941	118
1784	118
1749	118
1455	118
255	118
1634	118
242	118
244	118
1571	113
2519	113
2143	128
2359	128
2578	128
2528	128
2678	128
2162	128
2406	128
1911	128
2670	128
2370	128
2386	128
2214	128
2215	128
2559	128
2217	128
2475	128
2621	128
2535	228
2249	228
2216	228
1531	228
1644	119
1994	214
1644	232
1464	8
1284	41
1224	41
1389	41
2549	129
319	41
812	122
417	306
2066	306
2073	306
694	41
337	233
1831	224
2689	224
238	224
2691	224
1493	224
2585	224
2169	224
2481	224
1934	224
1853	224
43	214
1021	68
3023	262
3051	262
3034	262
3044	262
3046	262
3047	262
3032	262
3050	262
3038	262
3029	262
3007	262
3041	262
1351	304
1268	304
1320	304
1244	304
2459	216
1987	216
2109	216
2529	216
2150	216
2310	216
2435	216
535	203
1537	68
44	8
505	214
2119	68
793	291
544	41
1882	41
1492	41
2296	224
2261	224
1908	224
1313	257
1235	257
1416	257
1314	257
1267	257
2062	172
2312	172
1618	172
1972	172
1994	41
2549	129
313	119
45	129
1848	129
1750	129
1440	129
1231	233
1219	233
1250	233
1254	233
1251	233
1410	233
1304	233
1237	233
2316	118
2973	118
2955	118
2965	118
2947	118
2823	118
2970	118
2945	118
1928	118
2960	118
2962	118
2942	118
236	237
237	237
974	228
964	228
966	228
940	228
970	228
998	228
1009	228
1031	228
1545	182
454	178
1005	214
335	232
655	113
707	239
699	239
711	239
716	239
721	239
705	239
706	239
723	239
700	239
724	239
715	239
719	239
713	239
701	239
702	239
708	239
717	239
720	239
718	239
709	239
1452	119
3102	302
3113	302
3093	302
3094	302
2662	118
1583	118
1956	118
1959	118
2339	118
2715	118
1926	231
2412	183
1531	129
633	7
1525	61
1875	61
1427	61
1111	61
1112	61
1126	61
1743	61
2930	61
2841	61
3008	68
3020	68
3013	68
3015	68
3019	68
3012	68
304	183
535	14
