1.000000	0.000000	0.000000	0.000000	0.000000	0.254237	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.029586	0.047619	0.121951	0.000000	0.000000	0.000000	0.072000	0.000000	0.000000
0.000000	0.029586	1.000000	0.621302	0.103030	0.000000	0.000000	0.000000	0.053678	0.000000	0.000000
0.000000	0.047619	0.621302	1.000000	0.121951	0.000000	0.000000	0.000000	0.072000	0.000000	0.000000
0.000000	0.121951	0.103030	0.121951	1.000000	0.000000	0.000000	0.000000	0.147541	0.000000	0.000000
0.254237	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.000000	0.072000	0.053678	0.072000	0.147541	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
