1.000000	0.000000	0.000000	0.000000	0.000000	0.415524	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.129467	0.161202	0.179796	0.000000	0.000000	0.000000	0.158173	0.000000	0.000000
0.000000	0.129467	1.000000	0.777845	0.161202	0.000000	0.000000	0.000000	0.143602	0.000000	0.000000
0.000000	0.161202	0.777845	1.000000	0.213549	0.000000	0.000000	0.000000	0.183720	0.000000	0.000000
0.000000	0.179796	0.161202	0.213549	1.000000	0.000000	0.000000	0.000000	0.208266	0.000000	0.000000
0.415524	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.000000	0.158173	0.143602	0.183720	0.208266	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
