1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	2
9	2
10	2
11	3
12	4
13	4
14	4
15	4
16	4
16	28
17	4
18	5
18	19
18	32
18	34
18	40
18	70
19	6
20	6
20	7
21	8
22	8
23	8
24	9
25	9
26	9
27	9
28	9
29	9
29	19
29	29
29	40
29	54
30	9
31	9
32	9
32	10
32	11
32	19
32	22
32	32
32	40
32	49
32	63
32	72
32	76
33	9
34	9
35	9
36	9
37	9
38	9
39	9
39	52
40	9
41	9
42	11
43	11
43	19
43	36
44	11
45	11
46	11
47	11
48	11
49	11
50	11
51	11
52	11
53	11
54	11
55	11
55	78
56	11
57	11
58	11
59	11
60	11
61	11
62	11
63	11
64	11
65	11
66	11
67	11
68	11
69	11
69	67
69	71
70	11
71	11
72	11
73	11
74	11
75	11
76	11
77	11
78	11
79	11
80	11
81	11
82	11
83	11
84	11
85	11
85	14
85	19
85	69
86	11
86	32
86	54
86	67
87	11
87	61
87	63
88	11
89	12
90	13
91	14
92	14
93	14
94	14
95	14
96	14
97	14
98	15
99	15
100	15
101	15
101	85
102	15
103	15
104	15
105	15
106	16
106	19
106	32
106	36
106	40
107	17
108	17
108	32
109	18
110	18
111	18
112	18
113	18
114	19
114	32
115	19
116	19
117	19
118	19
119	19
120	19
121	19
122	19
123	19
124	19
125	19
126	19
127	19
128	19
129	19
130	19
131	19
132	19
133	19
134	19
135	19
136	19
137	19
138	19
139	20
139	88
140	20
140	88
141	20
141	88
142	20
142	23
142	24
142	41
142	42
142	55
143	20
144	20
145	20
146	20
147	20
148	21
149	21
150	21
151	22
152	23
153	23
154	23
155	23
156	23
157	23
158	23
159	23
160	23
161	23
162	23
163	23
164	23
165	23
166	24
167	24
168	24
169	24
170	24
171	24
172	24
173	25
174	26
175	27
176	27
177	28
178	28
179	28
180	28
181	28
182	28
183	28
183	58
183	69
184	28
185	29
186	29
187	29
188	29
189	29
190	29
191	29
192	29
193	29
194	29
195	29
196	29
197	29
198	29
199	29
200	29
201	29
202	29
203	29
204	29
205	29
206	29
207	29
208	29
209	29
210	29
211	29
212	29
213	29
214	29
215	29
216	29
217	29
217	40
217	53
218	30
219	30
220	31
221	31
222	31
223	31
224	31
225	31
226	31
227	32
228	32
228	58
229	32
230	32
231	32
232	32
233	32
234	32
235	32
236	32
237	32
238	32
239	32
240	32
241	32
242	32
243	32
244	32
245	32
246	32
247	32
248	32
249	32
250	32
251	32
252	32
253	32
254	32
255	32
256	32
257	32
258	32
259	32
260	32
261	32
262	32
263	32
264	32
265	32
266	32
267	32
268	32
269	32
270	32
271	32
272	32
273	32
274	32
275	33
276	33
277	33
278	33
279	33
280	33
281	34
282	34
283	34
284	34
285	34
286	34
287	34
288	34
289	34
290	34
291	34
292	34
293	35
293	40
293	77
294	36
295	36
296	36
297	36
298	36
298	48
299	36
300	36
301	36
302	36
303	36
304	36
305	36
306	36
307	36
308	36
309	36
310	36
311	36
312	36
313	36
314	36
315	36
316	36
317	36
318	36
319	36
320	36
320	59
321	36
322	36
323	37
324	38
325	38
326	38
327	38
328	38
328	80
329	38
330	38
331	38
332	39
333	39
334	39
335	39
336	39
337	39
338	39
339	39
340	39
341	39
342	39
343	39
344	39
345	39
346	39
347	39
348	39
349	40
350	40
351	40
352	40
353	40
354	40
355	40
356	40
357	40
358	40
358	45
359	40
360	40
361	40
362	42
363	43
364	43
365	43
366	43
367	43
368	43
369	44
370	45
371	45
372	45
373	45
374	45
375	46
376	46
377	46
378	46
379	47
380	50
381	50
382	51
383	51
384	51
385	51
386	52
387	52
388	53
389	53
390	53
391	53
392	53
393	54
394	54
395	54
395	67
396	54
397	55
398	55
399	55
400	55
401	55
402	55
403	56
404	56
405	56
406	56
407	56
408	57
409	57
410	57
411	57
412	57
413	58
414	58
415	58
416	58
417	58
418	58
419	58
420	58
421	59
422	59
423	59
424	59
425	60
426	60
427	62
428	63
429	63
430	63
431	63
432	63
432	66
433	64
434	65
435	66
436	66
437	66
438	66
439	66
440	66
441	67
442	67
443	67
444	67
445	67
445	69
446	67
447	67
448	67
449	67
450	67
451	67
452	67
453	67
454	67
455	67
456	67
457	68
457	81
458	68
459	68
460	68
461	68
462	68
463	69
464	69
465	69
466	69
467	69
468	69
469	69
470	69
471	69
472	70
473	70
474	70
475	70
476	70
477	70
478	70
479	70
480	70
481	70
482	70
483	70
484	71
485	71
486	71
487	71
488	71
489	71
490	71
491	71
492	71
493	71
494	71
495	71
496	71
497	71
498	71
499	72
500	72
501	72
502	73
503	73
504	73
505	73
506	74
507	74
508	74
509	74
510	74
511	74
512	75
513	75
514	75
515	75
516	75
517	78
518	78
519	78
520	78
521	78
522	78
523	78
524	78
525	78
526	78
527	78
528	78
529	79
530	79
531	79
532	79
533	79
534	79
535	80
536	80
537	80
538	80
539	80
540	80
541	81
542	81
543	81
544	81
545	81
546	81
547	81
548	81
549	81
550	81
551	82
552	83
553	83
554	83
555	83
556	83
557	83
558	83
559	83
560	84
561	84
562	84
563	84
564	85
565	85
566	85
567	85
568	85
569	85
570	85
571	86
572	87
573	87
574	87
575	87
576	87
577	87
578	87
579	87
580	87
581	87
582	87
583	88
584	88
585	88
